Local,Item,Id_campaña,Fecha_inicio,Fecha_termino
79,396,29,2018-01-02,2018-04-06
17,519,12,2017-03-15,2017-07-19
7,477,29,2018-01-02,2018-04-06
17,586,15,2017-03-23,2017-04-19
64,145,29,2018-01-02,2018-04-06
17,515,12,2017-03-15,2017-07-19
23,31,29,2018-01-02,2018-04-06
17,635,12,2017-03-15,2017-07-19
17,398,12,2017-03-15,2017-07-19
86,456,29,2018-01-02,2018-04-06
17,111,12,2017-03-15,2017-07-19
31,42,29,2018-01-02,2018-04-06
17,111,15,2017-03-23,2017-04-19
75,176,29,2018-01-02,2018-04-06
17,166,12,2017-03-15,2017-07-19
84,552,29,2018-01-02,2018-04-06
17,297,12,2017-03-15,2017-07-19
20,126,29,2018-01-02,2018-04-06
17,49,12,2017-03-15,2017-07-19
21,606,29,2018-01-02,2018-04-06
17,412,12,2017-03-15,2017-07-19
3,157,29,2018-01-02,2018-04-06
17,109,12,2017-03-15,2017-07-19
13,382,29,2018-01-02,2018-04-06
17,631,12,2017-03-15,2017-07-19
69,14,29,2018-01-02,2018-04-06
17,406,12,2017-03-15,2017-07-19
71,271,29,2018-01-02,2018-04-06
17,219,12,2017-03-15,2017-07-19
43,403,29,2018-01-02,2018-04-06
17,314,12,2017-03-15,2017-07-19
31,32,29,2018-01-02,2018-04-06
17,314,15,2017-03-23,2017-04-19
11,172,29,2018-01-02,2018-04-06
17,457,12,2017-03-15,2017-07-19
70,393,29,2018-01-02,2018-04-06
17,457,15,2017-03-23,2017-04-19
59,383,29,2018-01-02,2018-04-06
17,641,12,2017-03-15,2017-07-19
57,382,29,2018-01-02,2018-04-06
17,641,15,2017-03-23,2017-04-19
19,116,29,2018-01-02,2018-04-06
17,35,12,2017-03-15,2017-07-19
36,355,29,2018-01-02,2018-04-06
17,35,15,2017-03-23,2017-04-19
86,469,29,2018-01-02,2018-04-06
17,452,12,2017-03-15,2017-07-19
82,76,29,2018-01-02,2018-04-06
17,452,15,2017-03-23,2017-04-19
65,538,29,2018-01-02,2018-04-06
17,624,12,2017-03-15,2017-07-19
8,254,29,2018-01-02,2018-04-06
17,624,15,2017-03-23,2017-04-19
45,169,29,2018-01-02,2018-04-06
17,642,12,2017-03-15,2017-07-19
86,155,29,2018-01-02,2018-04-06
17,100,15,2017-03-23,2017-04-19
88,551,29,2018-01-02,2018-04-06
17,303,15,2017-03-23,2017-04-19
55,93,29,2018-01-02,2018-04-06
17,61,15,2017-03-23,2017-04-19
36,155,29,2018-01-02,2018-04-06
17,533,15,2017-03-23,2017-04-19
69,169,29,2018-01-02,2018-04-06
17,587,15,2017-03-23,2017-04-19
20,424,29,2018-01-02,2018-04-06
17,554,12,2017-03-15,2017-07-19
36,24,29,2018-01-02,2018-04-06
17,554,15,2017-03-23,2017-04-19
18,477,29,2018-01-02,2018-04-06
17,70,12,2017-03-15,2017-07-19
13,172,29,2018-01-02,2018-04-06
17,70,15,2017-03-23,2017-04-19
14,184,29,2018-01-02,2018-04-06
4,173,15,2017-03-23,2017-04-19
14,108,29,2018-01-02,2018-04-06
4,232,12,2017-03-15,2017-07-19
1,199,29,2018-01-02,2018-04-06
4,467,12,2017-03-15,2017-07-19
20,640,29,2018-01-02,2018-04-06
4,208,15,2017-03-23,2017-04-19
10,518,29,2018-01-02,2018-04-06
4,582,12,2017-03-15,2017-07-19
34,108,29,2018-01-02,2018-04-06
4,192,12,2017-03-15,2017-07-19
7,651,29,2018-01-02,2018-04-06
4,277,12,2017-03-15,2017-07-19
45,258,29,2018-01-02,2018-04-06
4,358,12,2017-03-15,2017-07-19
70,525,29,2018-01-02,2018-04-06
4,235,12,2017-03-15,2017-07-19
86,231,29,2018-01-02,2018-04-06
4,352,12,2017-03-15,2017-07-19
62,310,29,2018-01-02,2018-04-06
4,114,12,2017-03-15,2017-07-19
87,157,29,2018-01-02,2018-04-06
4,373,12,2017-03-15,2017-07-19
26,446,29,2018-01-02,2018-04-06
4,29,12,2017-03-15,2017-07-19
6,514,29,2018-01-02,2018-04-06
4,244,12,2017-03-15,2017-07-19
38,179,29,2018-01-02,2018-04-06
4,92,15,2017-03-23,2017-04-19
12,592,29,2018-01-02,2018-04-06
4,74,15,2017-03-23,2017-04-19
79,302,29,2018-01-02,2018-04-06
4,596,15,2017-03-23,2017-04-19
88,562,29,2018-01-02,2018-04-06
4,99,15,2017-03-23,2017-04-19
57,95,29,2018-01-02,2018-04-06
4,234,15,2017-03-23,2017-04-19
38,512,29,2018-01-02,2018-04-06
4,372,15,2017-03-23,2017-04-19
25,155,29,2018-01-02,2018-04-06
4,318,12,2017-03-15,2017-07-19
6,448,29,2018-01-02,2018-04-06
4,91,12,2017-03-15,2017-07-19
30,478,29,2018-01-02,2018-04-06
4,509,12,2017-03-15,2017-07-19
25,160,29,2018-01-02,2018-04-06
4,395,12,2017-03-15,2017-07-19
57,126,29,2018-01-02,2018-04-06
4,419,12,2017-03-15,2017-07-19
9,172,29,2018-01-02,2018-04-06
4,419,15,2017-03-23,2017-04-19
59,106,29,2018-01-02,2018-04-06
4,327,12,2017-03-15,2017-07-19
48,13,29,2018-01-02,2018-04-06
4,490,12,2017-03-15,2017-07-19
74,512,29,2018-01-02,2018-04-06
4,490,15,2017-03-23,2017-04-19
27,179,29,2018-01-02,2018-04-06
4,441,12,2017-03-15,2017-07-19
55,202,29,2018-01-02,2018-04-06
4,229,12,2017-03-15,2017-07-19
45,659,29,2018-01-02,2018-04-06
4,112,15,2017-03-23,2017-04-19
3,14,29,2018-01-02,2018-04-06
4,45,15,2017-03-23,2017-04-19
65,37,29,2018-01-02,2018-04-06
4,249,15,2017-03-23,2017-04-19
9,174,29,2018-01-02,2018-04-06
4,508,12,2017-03-15,2017-07-19
13,606,29,2018-01-02,2018-04-06
4,324,12,2017-03-15,2017-07-19
12,313,29,2018-01-02,2018-04-06
4,187,15,2017-03-23,2017-04-19
84,106,29,2018-01-02,2018-04-06
4,570,12,2017-03-15,2017-07-19
49,592,29,2018-01-02,2018-04-06
4,527,12,2017-03-15,2017-07-19
17,438,29,2018-01-02,2018-04-06
4,534,15,2017-03-23,2017-04-19
80,369,29,2018-01-02,2018-04-06
4,71,12,2017-03-15,2017-07-19
14,650,29,2018-01-02,2018-04-06
4,387,12,2017-03-15,2017-07-19
33,334,29,2018-01-02,2018-04-06
4,492,12,2017-03-15,2017-07-19
3,623,29,2018-01-02,2018-04-06
4,205,12,2017-03-15,2017-07-19
25,66,29,2018-01-02,2018-04-06
4,662,12,2017-03-15,2017-07-19
26,131,29,2018-01-02,2018-04-06
4,637,15,2017-03-23,2017-04-19
23,77,29,2018-01-02,2018-04-06
4,329,12,2017-03-15,2017-07-19
15,477,29,2018-01-02,2018-04-06
4,225,15,2017-03-23,2017-04-19
46,42,29,2018-01-02,2018-04-06
4,308,15,2017-03-23,2017-04-19
11,156,29,2018-01-02,2018-04-06
4,542,12,2017-03-15,2017-07-19
25,184,29,2018-01-02,2018-04-06
4,519,12,2017-03-15,2017-07-19
45,254,29,2018-01-02,2018-04-06
4,586,15,2017-03-23,2017-04-19
86,90,29,2018-01-02,2018-04-06
4,515,12,2017-03-15,2017-07-19
76,47,29,2018-01-02,2018-04-06
4,635,12,2017-03-15,2017-07-19
55,346,29,2018-01-02,2018-04-06
4,398,12,2017-03-15,2017-07-19
38,459,29,2018-01-02,2018-04-06
4,111,12,2017-03-15,2017-07-19
76,503,29,2018-01-02,2018-04-06
4,111,15,2017-03-23,2017-04-19
4,166,12,2017-03-15,2017-07-19
59,160,29,2018-01-02,2018-04-06
4,297,12,2017-03-15,2017-07-19
46,77,29,2018-01-02,2018-04-06
4,49,12,2017-03-15,2017-07-19
40,428,29,2018-01-02,2018-04-06
4,412,12,2017-03-15,2017-07-19
30,272,29,2018-01-02,2018-04-06
4,109,12,2017-03-15,2017-07-19
18,469,29,2018-01-02,2018-04-06
4,631,12,2017-03-15,2017-07-19
24,98,29,2018-01-02,2018-04-06
4,406,12,2017-03-15,2017-07-19
34,393,29,2018-01-02,2018-04-06
4,219,12,2017-03-15,2017-07-19
60,302,29,2018-01-02,2018-04-06
4,397,12,2017-03-15,2017-07-19
29,403,29,2018-01-02,2018-04-06
4,314,12,2017-03-15,2017-07-19
13,591,29,2018-01-02,2018-04-06
4,314,15,2017-03-23,2017-04-19
59,202,29,2018-01-02,2018-04-06
4,457,12,2017-03-15,2017-07-19
71,108,29,2018-01-02,2018-04-06
4,457,15,2017-03-23,2017-04-19
60,163,29,2018-01-02,2018-04-06
4,641,12,2017-03-15,2017-07-19
28,33,29,2018-01-02,2018-04-06
4,641,15,2017-03-23,2017-04-19
10,560,29,2018-01-02,2018-04-06
4,35,12,2017-03-15,2017-07-19
64,369,29,2018-01-02,2018-04-06
4,35,15,2017-03-23,2017-04-19
86,331,29,2018-01-02,2018-04-06
4,452,12,2017-03-15,2017-07-19
23,223,29,2018-01-02,2018-04-06
4,452,15,2017-03-23,2017-04-19
18,462,29,2018-01-02,2018-04-06
4,624,12,2017-03-15,2017-07-19
50,468,29,2018-01-02,2018-04-06
4,624,15,2017-03-23,2017-04-19
63,541,29,2018-01-02,2018-04-06
4,642,12,2017-03-15,2017-07-19
76,458,29,2018-01-02,2018-04-06
4,368,15,2017-03-23,2017-04-19
74,606,29,2018-01-02,2018-04-06
4,121,15,2017-03-23,2017-04-19
52,76,29,2018-01-02,2018-04-06
4,100,15,2017-03-23,2017-04-19
56,403,29,2018-01-02,2018-04-06
4,303,15,2017-03-23,2017-04-19
23,160,29,2018-01-02,2018-04-06
4,61,15,2017-03-23,2017-04-19
10,116,29,2018-01-02,2018-04-06
4,533,15,2017-03-23,2017-04-19
32,202,29,2018-01-02,2018-04-06
4,587,15,2017-03-23,2017-04-19
36,129,29,2018-01-02,2018-04-06
4,554,12,2017-03-15,2017-07-19
78,266,29,2018-01-02,2018-04-06
4,554,15,2017-03-23,2017-04-19
23,123,29,2018-01-02,2018-04-06
4,70,12,2017-03-15,2017-07-19
20,650,29,2018-01-02,2018-04-06
4,70,15,2017-03-23,2017-04-19
87,468,29,2018-01-02,2018-04-06
29,173,15,2017-03-23,2017-04-19
28,518,29,2018-01-02,2018-04-06
29,232,12,2017-03-15,2017-07-19
84,40,29,2018-01-02,2018-04-06
29,467,12,2017-03-15,2017-07-19
58,309,29,2018-01-02,2018-04-06
29,285,12,2017-03-15,2017-07-19
77,360,29,2018-01-02,2018-04-06
29,235,12,2017-03-15,2017-07-19
32,66,29,2018-01-02,2018-04-06
29,352,12,2017-03-15,2017-07-19
38,612,29,2018-01-02,2018-04-06
29,114,12,2017-03-15,2017-07-19
73,332,29,2018-01-02,2018-04-06
29,244,12,2017-03-15,2017-07-19
19,447,29,2018-01-02,2018-04-06
29,92,15,2017-03-23,2017-04-19
55,382,29,2018-01-02,2018-04-06
29,74,15,2017-03-23,2017-04-19
15,184,29,2018-01-02,2018-04-06
29,234,15,2017-03-23,2017-04-19
50,526,29,2018-01-02,2018-04-06
29,372,15,2017-03-23,2017-04-19
20,33,29,2018-01-02,2018-04-06
29,318,12,2017-03-15,2017-07-19
48,95,29,2018-01-02,2018-04-06
29,91,12,2017-03-15,2017-07-19
62,53,29,2018-01-02,2018-04-06
29,419,12,2017-03-15,2017-07-19
76,31,29,2018-01-02,2018-04-06
29,419,15,2017-03-23,2017-04-19
71,623,29,2018-01-02,2018-04-06
29,327,12,2017-03-15,2017-07-19
50,458,29,2018-01-02,2018-04-06
29,441,12,2017-03-15,2017-07-19
9,77,29,2018-01-02,2018-04-06
29,112,15,2017-03-23,2017-04-19
5,616,29,2018-01-02,2018-04-06
29,45,15,2017-03-23,2017-04-19
87,267,29,2018-01-02,2018-04-06
29,249,15,2017-03-23,2017-04-19
2,383,29,2018-01-02,2018-04-06
29,508,12,2017-03-15,2017-07-19
67,242,29,2018-01-02,2018-04-06
29,324,12,2017-03-15,2017-07-19
2,302,29,2018-01-02,2018-04-06
29,187,15,2017-03-23,2017-04-19
50,560,29,2018-01-02,2018-04-06
29,570,12,2017-03-15,2017-07-19
42,36,29,2018-01-02,2018-04-06
29,527,12,2017-03-15,2017-07-19
52,55,29,2018-01-02,2018-04-06
29,534,15,2017-03-23,2017-04-19
66,223,29,2018-01-02,2018-04-06
29,71,12,2017-03-15,2017-07-19
12,485,29,2018-01-02,2018-04-06
29,492,12,2017-03-15,2017-07-19
51,375,29,2018-01-02,2018-04-06
29,205,12,2017-03-15,2017-07-19
86,105,29,2018-01-02,2018-04-06
29,662,12,2017-03-15,2017-07-19
14,315,29,2018-01-02,2018-04-06
29,329,12,2017-03-15,2017-07-19
70,124,29,2018-01-02,2018-04-06
29,225,15,2017-03-23,2017-04-19
74,274,29,2018-01-02,2018-04-06
29,308,15,2017-03-23,2017-04-19
88,298,29,2018-01-02,2018-04-06
29,542,12,2017-03-15,2017-07-19
60,369,29,2018-01-02,2018-04-06
29,519,12,2017-03-15,2017-07-19
79,230,29,2018-01-02,2018-04-06
29,586,15,2017-03-23,2017-04-19
10,481,29,2018-01-02,2018-04-06
29,515,12,2017-03-15,2017-07-19
81,650,29,2018-01-02,2018-04-06
29,635,12,2017-03-15,2017-07-19
64,272,29,2018-01-02,2018-04-06
29,398,12,2017-03-15,2017-07-19
23,651,29,2018-01-02,2018-04-06
29,111,12,2017-03-15,2017-07-19
26,369,29,2018-01-02,2018-04-06
29,111,15,2017-03-23,2017-04-19
7,80,29,2018-01-02,2018-04-06
29,166,12,2017-03-15,2017-07-19
53,310,29,2018-01-02,2018-04-06
29,297,12,2017-03-15,2017-07-19
58,658,29,2018-01-02,2018-04-06
29,49,12,2017-03-15,2017-07-19
20,382,29,2018-01-02,2018-04-06
29,412,12,2017-03-15,2017-07-19
50,21,29,2018-01-02,2018-04-06
29,109,12,2017-03-15,2017-07-19
10,458,29,2018-01-02,2018-04-06
29,631,12,2017-03-15,2017-07-19
73,602,29,2018-01-02,2018-04-06
29,406,12,2017-03-15,2017-07-19
66,602,29,2018-01-02,2018-04-06
29,219,12,2017-03-15,2017-07-19
2,126,29,2018-01-02,2018-04-06
29,397,12,2017-03-15,2017-07-19
21,459,29,2018-01-02,2018-04-06
29,314,12,2017-03-15,2017-07-19
60,491,29,2018-01-02,2018-04-06
29,314,15,2017-03-23,2017-04-19
30,513,29,2018-01-02,2018-04-06
29,457,12,2017-03-15,2017-07-19
22,503,29,2018-01-02,2018-04-06
29,457,15,2017-03-23,2017-04-19
68,518,29,2018-01-02,2018-04-06
29,641,12,2017-03-15,2017-07-19
55,456,29,2018-01-02,2018-04-06
29,641,15,2017-03-23,2017-04-19
19,73,29,2018-01-02,2018-04-06
29,35,12,2017-03-15,2017-07-19
33,393,29,2018-01-02,2018-04-06
29,35,15,2017-03-23,2017-04-19
88,367,29,2018-01-02,2018-04-06
29,452,12,2017-03-15,2017-07-19
79,606,29,2018-01-02,2018-04-06
29,452,15,2017-03-23,2017-04-19
60,616,29,2018-01-02,2018-04-06
29,624,12,2017-03-15,2017-07-19
69,83,29,2018-01-02,2018-04-06
29,624,15,2017-03-23,2017-04-19
3,334,29,2018-01-02,2018-04-06
29,642,12,2017-03-15,2017-07-19
83,40,29,2018-01-02,2018-04-06
29,368,15,2017-03-23,2017-04-19
21,155,29,2018-01-02,2018-04-06
29,121,15,2017-03-23,2017-04-19
16,280,29,2018-01-02,2018-04-06
29,100,15,2017-03-23,2017-04-19
25,77,29,2018-01-02,2018-04-06
29,303,15,2017-03-23,2017-04-19
74,616,29,2018-01-02,2018-04-06
29,61,15,2017-03-23,2017-04-19
3,123,29,2018-01-02,2018-04-06
29,533,15,2017-03-23,2017-04-19
49,382,29,2018-01-02,2018-04-06
29,587,15,2017-03-23,2017-04-19
8,176,29,2018-01-02,2018-04-06
29,554,12,2017-03-15,2017-07-19
46,174,29,2018-01-02,2018-04-06
29,554,15,2017-03-23,2017-04-19
67,280,29,2018-01-02,2018-04-06
29,70,12,2017-03-15,2017-07-19
23,90,29,2018-01-02,2018-04-06
29,70,15,2017-03-23,2017-04-19
6,55,29,2018-01-02,2018-04-06
61,554,12,2017-03-15,2017-07-19
37,560,29,2018-01-02,2018-04-06
50,173,15,2017-03-23,2017-04-19
19,396,29,2018-01-02,2018-04-06
50,232,12,2017-03-15,2017-07-19
11,393,29,2018-01-02,2018-04-06
50,647,12,2017-03-15,2017-07-19
84,382,29,2018-01-02,2018-04-06
50,149,12,2017-03-15,2017-07-19
16,163,29,2018-01-02,2018-04-06
50,208,15,2017-03-23,2017-04-19
66,32,29,2018-01-02,2018-04-06
50,353,12,2017-03-15,2017-07-19
54,32,29,2018-01-02,2018-04-06
50,228,12,2017-03-15,2017-07-19
62,77,29,2018-01-02,2018-04-06
50,245,12,2017-03-15,2017-07-19
78,466,29,2018-01-02,2018-04-06
50,237,12,2017-03-15,2017-07-19
12,14,29,2018-01-02,2018-04-06
50,604,12,2017-03-15,2017-07-19
24,538,29,2018-01-02,2018-04-06
50,582,12,2017-03-15,2017-07-19
79,239,29,2018-01-02,2018-04-06
50,192,12,2017-03-15,2017-07-19
80,393,29,2018-01-02,2018-04-06
50,277,12,2017-03-15,2017-07-19
53,83,29,2018-01-02,2018-04-06
50,285,12,2017-03-15,2017-07-19
70,556,29,2018-01-02,2018-04-06
50,535,12,2017-03-15,2017-07-19
20,169,29,2018-01-02,2018-04-06
50,358,12,2017-03-15,2017-07-19
18,32,29,2018-01-02,2018-04-06
50,235,12,2017-03-15,2017-07-19
58,239,29,2018-01-02,2018-04-06
50,352,12,2017-03-15,2017-07-19
54,66,29,2018-01-02,2018-04-06
50,599,12,2017-03-15,2017-07-19
63,33,29,2018-01-02,2018-04-06
50,114,12,2017-03-15,2017-07-19
12,560,29,2018-01-02,2018-04-06
50,27,12,2017-03-15,2017-07-19
46,438,29,2018-01-02,2018-04-06
50,373,12,2017-03-15,2017-07-19
69,296,29,2018-01-02,2018-04-06
50,633,12,2017-03-15,2017-07-19
55,385,29,2018-01-02,2018-04-06
50,29,12,2017-03-15,2017-07-19
68,513,29,2018-01-02,2018-04-06
50,244,12,2017-03-15,2017-07-19
68,40,29,2018-01-02,2018-04-06
50,92,15,2017-03-23,2017-04-19
32,55,29,2018-01-02,2018-04-06
50,74,15,2017-03-23,2017-04-19
55,383,29,2018-01-02,2018-04-06
50,596,15,2017-03-23,2017-04-19
79,242,29,2018-01-02,2018-04-06
50,99,15,2017-03-23,2017-04-19
85,562,29,2018-01-02,2018-04-06
50,234,15,2017-03-23,2017-04-19
74,239,29,2018-01-02,2018-04-06
50,372,15,2017-03-23,2017-04-19
76,606,29,2018-01-02,2018-04-06
50,318,12,2017-03-15,2017-07-19
9,156,29,2018-01-02,2018-04-06
50,91,12,2017-03-15,2017-07-19
84,302,29,2018-01-02,2018-04-06
50,509,12,2017-03-15,2017-07-19
43,207,29,2018-01-02,2018-04-06
50,395,12,2017-03-15,2017-07-19
33,298,29,2018-01-02,2018-04-06
50,419,12,2017-03-15,2017-07-19
65,307,29,2018-01-02,2018-04-06
50,419,15,2017-03-23,2017-04-19
58,346,29,2018-01-02,2018-04-06
50,327,12,2017-03-15,2017-07-19
26,456,29,2018-01-02,2018-04-06
50,490,12,2017-03-15,2017-07-19
52,518,29,2018-01-02,2018-04-06
50,490,15,2017-03-23,2017-04-19
46,518,29,2018-01-02,2018-04-06
50,441,12,2017-03-15,2017-07-19
19,98,29,2018-01-02,2018-04-06
50,229,12,2017-03-15,2017-07-19
63,129,29,2018-01-02,2018-04-06
50,112,15,2017-03-23,2017-04-19
32,438,29,2018-01-02,2018-04-06
50,45,15,2017-03-23,2017-04-19
69,106,29,2018-01-02,2018-04-06
50,249,15,2017-03-23,2017-04-19
77,106,29,2018-01-02,2018-04-06
50,548,12,2017-03-15,2017-07-19
40,40,29,2018-01-02,2018-04-06
50,427,12,2017-03-15,2017-07-19
53,98,29,2018-01-02,2018-04-06
50,508,12,2017-03-15,2017-07-19
50,324,12,2017-03-15,2017-07-19
87,562,29,2018-01-02,2018-04-06
50,187,15,2017-03-23,2017-04-19
49,410,29,2018-01-02,2018-04-06
50,570,12,2017-03-15,2017-07-19
72,106,29,2018-01-02,2018-04-06
50,527,12,2017-03-15,2017-07-19
73,238,29,2018-01-02,2018-04-06
50,534,15,2017-03-23,2017-04-19
79,340,29,2018-01-02,2018-04-06
50,71,12,2017-03-15,2017-07-19
8,591,29,2018-01-02,2018-04-06
50,492,12,2017-03-15,2017-07-19
10,97,29,2018-01-02,2018-04-06
50,205,12,2017-03-15,2017-07-19
39,525,29,2018-01-02,2018-04-06
50,662,12,2017-03-15,2017-07-19
54,382,29,2018-01-02,2018-04-06
50,637,15,2017-03-23,2017-04-19
2,650,29,2018-01-02,2018-04-06
50,329,12,2017-03-15,2017-07-19
86,518,29,2018-01-02,2018-04-06
50,225,15,2017-03-23,2017-04-19
18,556,29,2018-01-02,2018-04-06
50,308,15,2017-03-23,2017-04-19
52,124,29,2018-01-02,2018-04-06
50,542,12,2017-03-15,2017-07-19
51,481,29,2018-01-02,2018-04-06
50,519,12,2017-03-15,2017-07-19
42,630,29,2018-01-02,2018-04-06
50,586,15,2017-03-23,2017-04-19
47,613,29,2018-01-02,2018-04-06
50,515,12,2017-03-15,2017-07-19
70,73,29,2018-01-02,2018-04-06
50,635,12,2017-03-15,2017-07-19
30,525,29,2018-01-02,2018-04-06
50,398,12,2017-03-15,2017-07-19
17,242,29,2018-01-02,2018-04-06
50,111,12,2017-03-15,2017-07-19
87,47,29,2018-01-02,2018-04-06
50,111,15,2017-03-23,2017-04-19
2,616,29,2018-01-02,2018-04-06
50,166,12,2017-03-15,2017-07-19
60,606,29,2018-01-02,2018-04-06
50,297,12,2017-03-15,2017-07-19
15,42,29,2018-01-02,2018-04-06
50,49,12,2017-03-15,2017-07-19
56,106,29,2018-01-02,2018-04-06
50,412,12,2017-03-15,2017-07-19
52,184,29,2018-01-02,2018-04-06
50,109,12,2017-03-15,2017-07-19
57,605,29,2018-01-02,2018-04-06
50,631,12,2017-03-15,2017-07-19
22,76,29,2018-01-02,2018-04-06
50,406,12,2017-03-15,2017-07-19
72,360,29,2018-01-02,2018-04-06
50,219,12,2017-03-15,2017-07-19
14,169,29,2018-01-02,2018-04-06
50,397,12,2017-03-15,2017-07-19
11,459,29,2018-01-02,2018-04-06
50,314,12,2017-03-15,2017-07-19
81,616,29,2018-01-02,2018-04-06
50,314,15,2017-03-23,2017-04-19
29,130,29,2018-01-02,2018-04-06
50,457,12,2017-03-15,2017-07-19
17,446,29,2018-01-02,2018-04-06
50,457,15,2017-03-23,2017-04-19
38,462,29,2018-01-02,2018-04-06
50,641,12,2017-03-15,2017-07-19
46,130,29,2018-01-02,2018-04-06
50,641,15,2017-03-23,2017-04-19
76,382,29,2018-01-02,2018-04-06
50,35,12,2017-03-15,2017-07-19
52,304,29,2018-01-02,2018-04-06
50,35,15,2017-03-23,2017-04-19
47,538,29,2018-01-02,2018-04-06
50,452,12,2017-03-15,2017-07-19
23,174,29,2018-01-02,2018-04-06
50,452,15,2017-03-23,2017-04-19
42,280,29,2018-01-02,2018-04-06
50,624,12,2017-03-15,2017-07-19
4,526,29,2018-01-02,2018-04-06
50,624,15,2017-03-23,2017-04-19
2,438,29,2018-01-02,2018-04-06
50,642,12,2017-03-15,2017-07-19
56,231,29,2018-01-02,2018-04-06
50,368,15,2017-03-23,2017-04-19
64,383,29,2018-01-02,2018-04-06
50,121,15,2017-03-23,2017-04-19
25,505,29,2018-01-02,2018-04-06
50,100,15,2017-03-23,2017-04-19
45,280,29,2018-01-02,2018-04-06
50,303,15,2017-03-23,2017-04-19
38,115,29,2018-01-02,2018-04-06
50,61,15,2017-03-23,2017-04-19
75,326,29,2018-01-02,2018-04-06
50,533,15,2017-03-23,2017-04-19
79,477,29,2018-01-02,2018-04-06
50,587,15,2017-03-23,2017-04-19
38,605,29,2018-01-02,2018-04-06
50,554,12,2017-03-15,2017-07-19
2,174,29,2018-01-02,2018-04-06
50,554,15,2017-03-23,2017-04-19
63,131,29,2018-01-02,2018-04-06
50,70,12,2017-03-15,2017-07-19
58,520,29,2018-01-02,2018-04-06
50,70,15,2017-03-23,2017-04-19
11,592,29,2018-01-02,2018-04-06
59,173,15,2017-03-23,2017-04-19
33,98,29,2018-01-02,2018-04-06
31,466,29,2018-01-02,2018-04-06
59,647,12,2017-03-15,2017-07-19
67,385,29,2018-01-02,2018-04-06
59,149,12,2017-03-15,2017-07-19
55,541,29,2018-01-02,2018-04-06
59,208,15,2017-03-23,2017-04-19
52,591,29,2018-01-02,2018-04-06
59,353,12,2017-03-15,2017-07-19
35,77,29,2018-01-02,2018-04-06
59,228,12,2017-03-15,2017-07-19
83,220,29,2018-01-02,2018-04-06
59,245,12,2017-03-15,2017-07-19
71,465,29,2018-01-02,2018-04-06
59,237,12,2017-03-15,2017-07-19
69,651,29,2018-01-02,2018-04-06
59,582,12,2017-03-15,2017-07-19
67,369,29,2018-01-02,2018-04-06
59,192,12,2017-03-15,2017-07-19
68,396,29,2018-01-02,2018-04-06
59,277,12,2017-03-15,2017-07-19
75,310,29,2018-01-02,2018-04-06
59,285,12,2017-03-15,2017-07-19
15,123,29,2018-01-02,2018-04-06
59,358,12,2017-03-15,2017-07-19
4,602,29,2018-01-02,2018-04-06
59,235,12,2017-03-15,2017-07-19
34,659,29,2018-01-02,2018-04-06
59,352,12,2017-03-15,2017-07-19
73,40,29,2018-01-02,2018-04-06
59,599,12,2017-03-15,2017-07-19
75,124,29,2018-01-02,2018-04-06
59,114,12,2017-03-15,2017-07-19
1,55,29,2018-01-02,2018-04-06
59,27,12,2017-03-15,2017-07-19
1,126,29,2018-01-02,2018-04-06
59,373,12,2017-03-15,2017-07-19
58,72,29,2018-01-02,2018-04-06
59,633,12,2017-03-15,2017-07-19
86,523,29,2018-01-02,2018-04-06
59,244,12,2017-03-15,2017-07-19
44,105,29,2018-01-02,2018-04-06
59,92,15,2017-03-23,2017-04-19
63,238,29,2018-01-02,2018-04-06
59,74,15,2017-03-23,2017-04-19
80,230,29,2018-01-02,2018-04-06
59,596,15,2017-03-23,2017-04-19
64,616,29,2018-01-02,2018-04-06
59,99,15,2017-03-23,2017-04-19
27,445,29,2018-01-02,2018-04-06
59,234,15,2017-03-23,2017-04-19
59,117,29,2018-01-02,2018-04-06
59,372,15,2017-03-23,2017-04-19
57,651,29,2018-01-02,2018-04-06
59,318,12,2017-03-15,2017-07-19
8,651,29,2018-01-02,2018-04-06
59,91,12,2017-03-15,2017-07-19
46,615,29,2018-01-02,2018-04-06
59,509,12,2017-03-15,2017-07-19
22,367,29,2018-01-02,2018-04-06
59,395,12,2017-03-15,2017-07-19
28,172,29,2018-01-02,2018-04-06
59,419,12,2017-03-15,2017-07-19
38,77,29,2018-01-02,2018-04-06
59,419,15,2017-03-23,2017-04-19
75,159,29,2018-01-02,2018-04-06
59,327,12,2017-03-15,2017-07-19
25,632,29,2018-01-02,2018-04-06
59,490,12,2017-03-15,2017-07-19
85,503,29,2018-01-02,2018-04-06
59,490,15,2017-03-23,2017-04-19
36,37,29,2018-01-02,2018-04-06
59,441,12,2017-03-15,2017-07-19
52,21,29,2018-01-02,2018-04-06
59,112,15,2017-03-23,2017-04-19
28,612,29,2018-01-02,2018-04-06
59,45,15,2017-03-23,2017-04-19
80,31,29,2018-01-02,2018-04-06
59,249,15,2017-03-23,2017-04-19
25,651,29,2018-01-02,2018-04-06
59,508,12,2017-03-15,2017-07-19
4,458,29,2018-01-02,2018-04-06
59,324,12,2017-03-15,2017-07-19
38,310,29,2018-01-02,2018-04-06
59,187,15,2017-03-23,2017-04-19
17,174,29,2018-01-02,2018-04-06
59,570,12,2017-03-15,2017-07-19
24,163,29,2018-01-02,2018-04-06
59,527,12,2017-03-15,2017-07-19
